# Busbibliotheek database versie 29 maart 2026
"vehicle_id";"bus";"license_plate";"id_date";"ud_date";"owner";"spotted";"hansea_id";"intern_id";"VIN";"hide-vin";"old_vehicle_id";"old_license_plate";"operator";"notes"
"013023";"MAN Lion's City G A23";"1-VPZ-070";"23/01/2019";"/";"Van Hoorebeke & Zoon";1;"/";"/";"/";0;"/";"/";"De Lijn";"Huurbus bij De Lijn Destelbergen sinds september 2025."
"013024";"MAN Lion's City A21";"1-WBS-002";"16/04/2019";"/";"Van Hoorebeke & Zoon";0;"/";"/";"/";0;"/";"/";"De Lijn";"Huurbus bij De Lijn Gentbrugge sinds oktober 2025, vervangt 613025."
"018031";"MAN Lion's City A21";"1-VPV-723";"22/01/2019";"/";"De Voeght (Hansea Kampenhout)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"027024";"MAN Lion's City A21";"1-WCY-952";"29/04/2019";"/";"Van Coillie (Hansea Torhout)";0;"6131";"/";"/";0;"/";"/";"De Lijn";
"041048";"Mercedes-Benz Citaro";"2-HDY-689";"17/02/2003";"21/01/2026";"**Onbekend**";1;"/";"/";"/";0;"442322";"1-XVV-723, 1-JAA-420, JQL-034";"De Lijn";
"043018";"Mercedes-Benz Citaro LE Facelift";"1-VFV-666";"25/07/2007";"6/08/2025";"Egmont Autobusuitbating (Ferry Cars)";0;"/";"/";"/";0;"222217, 220217";"XMT-847";"De Lijn";
"052021";"MAN Lion's City A21";"1-VQC-541";"24/01/2019";"/";"Gruson Autobus (Hansea Ieper)";1;"6457";"/";"/";0;"/";"/";"De Lijn";
"060032";"Mercedes-Benz Citaro LE C2 Hybrid";"1-VEY-152";"18/10/2018";"/";"Parmentier Autobus";1;"/";"/";"WEB62850513135958";0;"/";"/";"De Lijn";"Allereerste hybride Mercedes die rijdt voor De Lijn."
"074053";"MAN Lion's City G A23";"1-VPV-781";"22/01/2019";"/";"Geenens (Hansea Vloesberg)";0;"7187";"/";"/";0;"/";"/";"De Lijn";
"074054";"MAN Lion's City G A23";"1-VQC-473";"24/01/2019";"/";"Geenens (Hansea Vloesberg)";0;"7188";"/";"/";0;"/";"/";"De Lijn";
"074055";"Van Hool newAG300";"1-VNR-974";"18/06/2003";"20/05/2022";"Geenens (Hansea Vloesberg)";0;"/";"/";"/";0;"441502";"KWR-628";"De Lijn";
"074056";"MAN Lion's City A21";"1-VRZ-686";"11/02/2019";"/";"Geenens (Hansea Vloesberg)";0;"7189";"/";"/";0;"/";"/";"De Lijn";
"089024";"Iveco Crossway LE 12m";"1-WCP-390";"25/04/2019";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"/";0;"/";"/";"De Lijn";"Ongeval op 28/12/2020: https://www.hln.be/kortrijk/drie-gewonden-na-botsing-tussen-lijnbus-en-vrachtwagen-in-kortrijk~a94fd3aa/"
"100408";"Van Hool newA309";"1-PVK-025";"1/12/2009";"/";"VBM (Hansea Lommel)";1;"6667";"/";"/";0;"105767";"646-BFE";"De Lijn";
"104023";"VDL Bus & Coach Citea SLE-120";"1-XFE-139";"12/12/2019";"/";"Coach Partners";0;"/";"/";"/";0;"/";"/";"De Lijn";
"104024";"VDL Bus & Coach Citea SLE-120";"1-XFE-156";"12/12/2019";"/";"Coach Partners";0;"/";"/";"/";0;"/";"/";"De Lijn";
"104025";"MAN Lion's City A21";"2-AUL-381";"25/08/2008";"30/01/2025";"Coach Partners";0;"/";"/";"/";0;"331514";"5666P";"De Lijn";
"104026";"Mercedes-Benz Citaro K C2 Hybrid";"2-FFT-275";"24/04/2024";"/";"Coach Partners";0;"/";"/";"/";0;"/";"/";"De Lijn";
"104027";"Mercedes-Benz Citaro K C2 Hybrid";"2-FFT-205";"24/04/2024";"/";"Coach Partners";1;"/";"/";"/";0;"/";"/";"De Lijn";
"104028";"Iveco Crossway LE 12m";"2-FMM-970";"20/06/2024";"/";"Coach Partners";1;"/";"/";"/";0;"/";"/";"De Lijn";
"104029";"VDL Bus & Coach Citea SLE-120";"2-GGL-678";"14/02/2018";"/";"Coach Partners";1;"/";"/";"/";0;"550319";"1-TUD-520";"De Lijn";"Ongeval op 27/08/2024: https://www.hln.be/roeselare/passagierster-gewond-na-botsing-auto-tegen-lijnbus-aan-halte-in-roeselare~a457a2d4/"
"104030";"MAN Lion's City 12 E";"2-GUD-410";"31/03/2025";"/";"Coach Partners";0;"/";"/";"/";0;"/";"/";"De Lijn";
"104031";"MAN Lion's City 12 E";"2-GUD-416";"31/03/2025";"/";"Coach Partners";0;"/";"/";"/";0;"/";"/";"De Lijn";
"104032";"MAN Lion's City 12 E";"2-GUD-424";"31/03/2025";"/";"Coach Partners";0;"/";"/";"/";0;"/";"/";"De Lijn";
"104033";"MAN Lion's City 12 E";"2-GUD-441";"31/03/2025";"/";"Coach Partners";0;"/";"/";"/";0;"/";"/";"De Lijn";
"104034";"MAN Lion's City 12 E";"2-GUD-449";"31/03/2025";"/";"Coach Partners";0;"/";"/";"/";0;"/";"/";"De Lijn";
"104035";"MAN Lion's City 12 E";"2-HKP-684";"31/03/2025";"/";"Coach Partners";0;"/";"/";"/";0;"/";"2-GUD-458";"De Lijn";
"104036";"MAN Lion's City 12 E";"2-GUD-465";"31/03/2025";"/";"Coach Partners";0;"/";"/";"/";0;"/";"/";"De Lijn";
"104037";"MAN Lion's City 12 E";"2-GUD-478";"31/03/2025";"/";"Coach Partners";0;"/";"/";"/";0;"/";"/";"De Lijn";
"104038";"MAN Lion's City 12 E";"2-GUD-492";"31/03/2025";"/";"Coach Partners";0;"/";"/";"/";0;"/";"/";"De Lijn";
"104039";"Mercedes-Benz Sprinter II";"1-VTE-284";"31/03/2025";"/";"Coach Partners";0;"/";"/";"/";0;"104022";"/";"De Lijn";
"111245";"Van Hool newA360H";"1-KDF-388";"7/04/2015";"/";"De Hauwere";1;"/";"/";"/";0;"/";"/";"De Lijn";
"135009";"Van Hool newA360";"2-EKD-343";"5/01/2006";"13/02/2026";"Coach Partners";0;"3072";"/";"/";0;"550614, 440872";"XPN-540";"De Lijn";
"135011";"Mercedes-Benz Sprinter II";"2-GEZ-194";"19/02/2019";"/";"Coach Partners";0;"/";"/";"/";0;"104021";"/";"De Lijn";
"143001";"Iveco Crossway LE 12m Elec";"2-GJB-881";"23/12/2024";"/";"Heyerick (Keolis)";1;"/";"/";"/";0;"/";"/";"De Lijn";"Eerste maanden gereden bij Gino Tours."
"143002";"Mercedes-Benz Citaro G C2";"2-HFA-571";"10/03/2015";"/";"Heyerick (Keolis)";0;"/";"/";"/";0;"651066";"2-DXZ-166";"De Lijn";"ex Wiener Linien (AT-Wien) 8767, oud nummerplaat: W-2932 LO"
"143003";"Mercedes-Benz Citaro G C2 Hybrid";"2-HGV-027";"21/05/2021";"/";"Heyerick (Keolis)";0;"/";"/";"/";0;"602046";"2-ANH-290";"De Lijn";
"143004";"Mercedes-Benz Citaro G C2";"2-HKP-687";"29/04/2015";"/";"Heyerick (Keolis)";0;"/";"/";"/";0;"/";"/";"De Lijn";"ex Ross Troine SL 5036 (AVL 651)"
"143005";"Mercedes-Benz Citaro G C2";"2-HKP-752";"6/05/2016";"/";"Heyerick (Keolis)";0;"/";"/";"/";0;"/";"/";"De Lijn";"ex Demy Cars DC 4366 (AVL 611)"
"143006";"Mercedes-Benz Citaro G C2";"2-HKP-828";"6/03/2014";"/";"Heyerick (Keolis)";0;"/";"/";"/";0;"/";"/";"De Lijn";"ex Sales Lentz  AV 9997, ex Demy Cars DC 9563 (AVL 727)"
"143007";"Mercedes-Benz Citaro G C2";"2-HLC-226";"2/09/2014";"/";"Heyerick (Keolis)";0;"/";"/";"/";0;"304505";"1-HNY-573";"De Lijn";
"143008";"Mercedes-Benz Citaro G C2";"2-HLF-865";"3/01/2017";"/";"Heyerick (Keolis)";0;"/";"/";"/";0;"330370";"1-RJE-339";"De Lijn";
"143009";"Mercedes-Benz Citaro LE C2 Hybrid";"2-HMB-472";"21/11/2018";"/";"Heyerick (Keolis)";0;"/";"/";"/";0;"058091";"1-VHZ-579";"De Lijn";
"171011";"MAN Lion's City 12 E";"2-HAM-811";"13/05/2025";"/";"Jacobs Autocars (Hansea Genk)";0;"8010";"/";"/";0;"635055";"/";"De Lijn";
"171014";"Mercedes-Benz Citaro LE Facelift";"YRK-586";"30/06/2008";"/";"Jacobs Autocars (Hansea Genk)";0;"1335";"/";"/";0;"635058, 112235";"/";"De Lijn";
"172001";"Iveco Crossway LE 12m Elec";"2-HEL-396";"19/06/2025";"/";"M4A";0;"/";"/";"/";0;"/";"/";"De Lijn";
"172002";"Iveco Crossway LE 12m Elec";"2-HEL-384";"19/06/2025";"/";"M4A";0;"/";"/";"/";0;"/";"/";"De Lijn";
"172003";"Iveco Crossway LE 12m Elec";"2-HEL-414";"19/06/2025";"/";"M4A";0;"/";"/";"/";0;"/";"/";"De Lijn";
"172004";"Iveco Crossway LE 12m Elec";"2-HEL-374";"19/06/2025";"/";"M4A";0;"/";"/";"/";0;"/";"/";"De Lijn";
"172005";"Iveco Crossway LE 12m";"2-HFB-965";"21/04/2017";"/";"M4A";0;"/";"/";"/";0;"221124";"1-SEE-774";"De Lijn";
"172006";"Iveco Crossway LE 12m";"2-HEM-431";"9/06/2023";"/";"M4A";0;"/";"/";"/";0;"671019";"2-DSG-029";"De Lijn";
"172007";"Iveco Crossway LE 12m";"2-HEM-277";"16/03/2022";"/";"M4A";0;"/";"/";"/";0;"671017";"2-BTL-455";"De Lijn";
"172008";"Iveco Crossway LE 12m";"2-HFB-793";"13/04/2017";"/";"M4A";0;"/";"/";"/";0;"221126";"1-SDG-365";"De Lijn";
"172009";"Van Hool newA360H";"2-HEM-369";"24/06/2014";"/";"M4A";0;"/";"/";"/";0;"671016, 204203";"2-BBU-578, 1-HDH-400";"De Lijn";
"172010";"MAN Lion's City 18 E";"2-HHT-041";"22/07/2025";"/";"M4A";0;"/";"/";"/";0;"/";"/";"De Lijn";
"172011";"Van Hool newA360H";"2-HFB-980";"8/06/2015";"/";"M4A";0;"/";"/";"/";0;"300605";"1-KPC-139";"De Lijn";
"172012";"Mercedes-Benz Citaro G C2 Hybrid";"2-JDW-815";"3/02/2026";"/";"M4A";0;"/";"/";"/";0;"/";"/";"De Lijn";
"172013";"Van Hool newA360H";"2-JGU-493";"5/07/2018";"/";"M4A";0;"/";"/";"/";0;"221248";"1-UQL-019";"De Lijn";
"2000";"VDL Bus & Coach Citea SLE-120";"1-PFK-374";"23/06/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2001";"VDL Bus & Coach Citea SLE-120";"1-PFK-369";"23/06/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2002";"VDL Bus & Coach Citea SLE-120";"1-PFK-366";"23/06/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2003";"VDL Bus & Coach Citea SLE-120";"1-PFK-361";"23/06/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2004";"VDL Bus & Coach Citea SLE-120";"1-PFN-148";"23/06/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2005";"VDL Bus & Coach Citea SLE-120";"1-PFN-153";"23/06/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2006";"VDL Bus & Coach Citea SLE-120";"1-PFN-187";"23/06/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2007";"VDL Bus & Coach Citea SLE-120";"1-PFK-354";"23/06/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2008";"VDL Bus & Coach Citea SLE-120";"1-PFK-338";"23/06/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2009";"VDL Bus & Coach Citea SLE-120";"1-PFN-193";"23/06/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2010";"VDL Bus & Coach Citea SLE-120";"1-RBU-085";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2011";"VDL Bus & Coach Citea SLE-120";"1-RBT-907";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2012";"VDL Bus & Coach Citea SLE-120";"1-RBT-914";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2013";"VDL Bus & Coach Citea SLE-120";"1-RBT-918";"8/11/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2014";"VDL Bus & Coach Citea SLE-120";"1-RBT-909";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2015";"VDL Bus & Coach Citea SLE-120";"1-RBT-913";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2016";"VDL Bus & Coach Citea SLE-120";"1-RSN-557";"20/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2017";"VDL Bus & Coach Citea SLE-120";"1-RSN-566";"20/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2018";"VDL Bus & Coach Citea SLE-120";"1-RSN-523";"20/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2019";"VDL Bus & Coach Citea SLE-120";"1-RSN-529";"20/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2020";"VDL Bus & Coach Citea SLE-120";"1-RSN-564";"20/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2021";"VDL Bus & Coach Citea SLE-120";"1-RSN-532";"20/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2022";"VDL Bus & Coach Citea SLE-120";"1-RSN-551";"20/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2023";"VDL Bus & Coach Citea SLE-120";"1-RSN-546";"20/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2024";"VDL Bus & Coach Citea SLE-120";"1-RSN-540";"20/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2025";"VDL Bus & Coach Citea SLE-120";"1-SGU-196";"5/10/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2026";"VDL Bus & Coach Citea SLE-120";"1-SGU-189";"5/10/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2027";"VDL Bus & Coach Citea SLE-120";"1-SHR-845";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2028";"VDL Bus & Coach Citea SLE-120";"1-SHR-906";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2029";"VDL Bus & Coach Citea SLE-120";"1-SHR-914";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2030";"VDL Bus & Coach Citea SLE-120";"1-SHR-920";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2031";"VDL Bus & Coach Citea SLE-120";"1-SHR-928";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"203102";"VDL-Jonckheere Transit 2000";"XNK-693";"27/06/2007";"19/05/2025";"Van Hoorebeke & Zoon";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2032";"VDL Bus & Coach Citea SLE-120";"1-SHS-041";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2033";"VDL Bus & Coach Citea SLE-120";"1-SHS-050";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2034";"VDL Bus & Coach Citea SLE-120";"1-SHS-185";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2035";"VDL Bus & Coach Citea SLE-120";"1-SHS-191";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2036";"VDL Bus & Coach Citea SLE-120";"1-SHS-194";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2037";"VDL Bus & Coach Citea SLE-120";"1-SLX-078";"6/09/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2038";"VDL Bus & Coach Citea SLE-120";"1-SKS-127";"6/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2039";"VDL Bus & Coach Citea SLE-120";"1-SLP-768";"6/08/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2040";"VDL Bus & Coach Citea SLE-120";"1-SKS-246";"6/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2041";"VDL Bus & Coach Citea SLE-120";"1-SKS-273";"6/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2042";"VDL Bus & Coach Citea SLE-120";"1-SKS-291";"6/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2043";"VDL Bus & Coach Citea SLE-120";"1-SKR-840";"6/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2044";"VDL Bus & Coach Citea SLE-120";"1-SNP-226";"15/06/2017";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"2045";"VDL Bus & Coach Citea SLE-120";"1-SNP-256";"15/06/2017";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"2046";"VDL Bus & Coach Citea SLE-120";"1-SNP-275";"15/06/2017";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"2047";"VDL Bus & Coach Citea SLE-120";"1-SNP-296";"15/06/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2048";"VDL Bus & Coach Citea SLE-120";"1-SNP-327";"15/06/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2049";"VDL Bus & Coach Citea SLE-120";"1-SNP-360";"15/06/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2050";"VDL Bus & Coach Citea SLE-120";"1-SNP-440";"15/06/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2051";"VDL Bus & Coach Citea SLE-120";"1-SNP-481";"15/06/2017";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"2052";"VDL Bus & Coach Citea SLE-120";"1-SHS-197";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2053";"VDL Bus & Coach Citea SLE-120";"1-SHS-200";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2054";"VDL Bus & Coach Citea SLE-120";"1-SHS-203";"16/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2055";"VDL Bus & Coach Citea SLE-120";"1-SJA-763";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2056";"VDL Bus & Coach Citea SLE-120";"1-SJA-800";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2057";"VDL Bus & Coach Citea SLE-120";"1-SJA-875";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2058";"VDL Bus & Coach Citea SLE-120";"1-SJA-907";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2059";"VDL Bus & Coach Citea SLE-120";"1-SJA-954";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2060";"VDL Bus & Coach Citea SLE-120";"1-SJA-980";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2061";"VDL Bus & Coach Citea SLE-120";"1-SJB-012";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2062";"VDL Bus & Coach Citea SLE-120";"1-SJB-030";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2063";"VDL Bus & Coach Citea SLE-120";"1-SJB-129";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2064";"VDL Bus & Coach Citea SLE-120";"1-SJB-116";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2065";"VDL Bus & Coach Citea SLE-120";"1-SJB-155";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2066";"VDL Bus & Coach Citea SLE-120";"1-SJB-169";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2067";"VDL Bus & Coach Citea SLE-120";"1-SJB-188";"18/05/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2068";"VDL Bus & Coach Citea SLE-120";"1-SKR-990";"6/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2069";"VDL Bus & Coach Citea SLE-120";"1-SKS-034";"6/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2070";"VDL Bus & Coach Citea SLE-120";"1-SKS-094";"6/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2071";"VDL Bus & Coach Citea SLE-120";"1-RBT-920";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2072";"VDL Bus & Coach Citea SLE-120";"1-RBT-924";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2073";"VDL Bus & Coach Citea SLE-120";"1-RBT-927";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2074";"VDL Bus & Coach Citea SLE-120";"1-RBT-928";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2075";"VDL Bus & Coach Citea SLE-120";"1-RBU-081";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2076";"VDL Bus & Coach Citea SLE-120";"1-RBU-072";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2077";"VDL Bus & Coach Citea SLE-120";"1-RBU-068";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2078";"VDL Bus & Coach Citea SLE-120";"1-RBU-050";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2079";"VDL Bus & Coach Citea SLE-120";"1-RBU-056";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2080";"VDL Bus & Coach Citea SLE-120";"1-RBU-059";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2081";"VDL Bus & Coach Citea SLE-120";"1-RBU-062";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2082";"VDL Bus & Coach Citea SLE-120";"1-RBU-042";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2083";"VDL Bus & Coach Citea SLE-120";"1-RBU-039";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2084";"VDL Bus & Coach Citea SLE-120";"1-RBU-031";"11/08/2016";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2085";"VDL Bus & Coach Citea SLE-120";"1-SDF-484";"13/04/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2086";"VDL Bus & Coach Citea SLE-120";"1-RLX-122";"24/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2087";"VDL Bus & Coach Citea SLE-120";"1-RLX-137";"24/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2088";"VDL Bus & Coach Citea SLE-120";"1-RLX-142";"24/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2089";"VDL Bus & Coach Citea SLE-120";"1-RLX-145";"24/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2090";"VDL Bus & Coach Citea SLE-120";"1-RLX-150";"24/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2091";"VDL Bus & Coach Citea SLE-120";"1-RLX-157";"24/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2092";"VDL Bus & Coach Citea SLE-120";"1-RLX-160";"24/01/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2093";"VDL Bus & Coach Citea SLE-120";"1-RPD-080";"2/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2094";"VDL Bus & Coach Citea SLE-120";"1-RPD-075";"2/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2095";"VDL Bus & Coach Citea SLE-120";"1-RPD-071";"2/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2096";"VDL Bus & Coach Citea SLE-120";"1-RPD-062";"2/02/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2097";"VDL Bus & Coach Citea SLE-120";"1-SNP-499";"15/06/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2098";"VDL Bus & Coach Citea SLE-120";"1-SNP-525";"15/06/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2099";"VDL Bus & Coach Citea SLE-120";"1-SNP-552";"15/06/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2100";"VDL Bus & Coach Citea SLE-120";"1-SNP-573";"15/06/2017";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
